city_eng|country_eng|iata_code|name_eng
Taiping|Malaysia|TPG|Taiping
Tonopah|United States|TPH|Tonopah Arpt
Tapini|Papua New Guinea|TPI|Tapini
Taplejung|Nepal|TPJ|Taplejung Suketar
Tapaktuan|Indonesia|TPK|Tapaktuan
Temple, TX|United States|TPL|Draughon-miller Central Texas Regional
Tiputini|Ecuador|TPN|Tiputini
Tanalian Point|United States|TPO|Tanalian Point
Tarapoto|Peru|TPP|Tarapoto
Tepic|Mexico|TPQ|Tepic
Tom Price|Australia|TPR|Tom Price
Trapani|Italy|TPS|Birgi
Tapeta|Liberia|TPT|Tapeta
Tikapur|Nepal|TPU|Tikapur
Tupai|French Polynesia|TPX|Tupai
Taluqan|Afghanistan|TQN|Taluqan
San Domino Island|Italy|TQR|San Domino Island
Tres Esquinas|Colombia|TQS|Tres Esquinas
Taramajima|Japan|TRA|Tarama
Turbo|Colombia|TRB|Gonzalo
Torreon|Mexico|TRC|Francisco Sarabia
Trondheim|Norway|TRD|Vaernes
Tiree|United Kingdom|TRE|Tiree
Torp|Norway|TRF|Sandefjord
Tauranga|New Zealand|TRG|Tauranga City
Trona|United States|TRH|Trona
Blountville|United States|TRI|Tri-cities Regional
Tarakbits|Papua New Guinea|TRJ|Tarakbits
Tarakan|Indonesia|TRK|Juwata
Terrell|Australia|TRL|Terrell Field
Thermal|United States|TRM|Thermal
Turin|Italy|TRN|Sandro Pertini (caselle)
Taree|Australia|TRO|Taree
Tree Point|Greece|TRP|Coast Guard Heliport
Tarauaca|Brazil|TRQ|Tarauaca
Trincomalee|Sri Lanka|TRR|China Bay
Trieste|Italy|TRS|Ronchi Dei Legionari
Tremonton|Brazil|TRT|Tremonton
Trujillo|Peru|TRU|Trujillo
Trivandrum|India|TRV|Thiruvananthapuram International
Tarawa|Kiribati|TRW|Bonriki
Trenton|Canada|TRX|Memorial
Tororo|Kenya|TRY|Tororo
Tiruchirapally|India|TRZ|Civil
Taipei|Taiwan|TSA|Sung Shan
Tsumeb|Namibia|TSB|Tsumeb
Taisha|Ecuador|TSC|Taisha
Tshipise|Democratic Republic Of Congo|TSD|Tshipise
Astana|Kazakhstan|TSE|Astana
Treviso|Italy|TSF|S. Angelo
Tanacross|United States|TSG|Intermediate
Tshikapa|Democratic Republic Of Congo|TSH|Tshikapa
Tsili Tsili|Papua New Guinea|TSI|Tsili Tsili
Tsushima|Japan|TSJ|Tsushima
Taskul|Papua New Guinea|TSK|Taskul
Tamuin|Mexico|TSL|Tamuin
Taos|United States|TSM|Taos
Tianjin|China|TSN|Tianjin Binhai International
Isles Of Scilly|United Kingdom|TSO|Tresco
Tehachapi, CA|United States|TSP|Kern County
Torres|Venezuela|TSQ|Torres
Timisoara|Romania|TSR|Timisoara (traian Vuia) International
New York|United States|TSS|East 34th St Heliport
Trang|Thailand|TST|Trang
Tabiteuea South|Kiribati|TSU|Tabiteuea South
Townsville|Australia|TSV|Townsville International
Tsewi|Papua New Guinea|TSW|Tsewi
Tanjung Santan|Indonesia|TSX|Tanjung Santan
Tasikmalaya|Indonesia|TSY|Tasikmalaya
Tsetserleg|Mongolia|TSZ|Tsetserleg
Tan Tan|Peru|TTA|Tan Tan
Tortoli|Italy|TTB|Arbatax
Taltal|Chile|TTC|Taltal
Troutdale|United States|TTD|Troutdale
Ternate|Indonesia|TTE|Babullah
Tartagal|Argentina|TTG|Tartagal
Thumrait|Oman|TTH|Thumrait
Tetiaroa Is|French Polynesia|TTI|Tetiaroa Is
Tottori|Japan|TTJ|Tottori
Turtle Island|Fiji|TTL|Turtle Island
Tablon De Tamara|Colombia|TTM|Tablon De Tamara
Trenton, NJ|United States|TTN|Trenton Mercer Airport
Britton|United States|TTO|Municipal
Tortuquero|Costa Rica|TTQ|Tortuquero
Tana Toraja|Indonesia|TTR|Tana Toraja
Tsaratanana|Madagascar|TTS|Tsaratanana
Taitung|Taiwan|TTT|Taitung
Tetuan|Morocco|TTU|Sania Ramel
Tulcan|Ecuador|TUA|Tulcan
Tubuai|French Polynesia|TUB|Tubuai
Tucuman|Argentina|TUC|Benj Matienzo
Tambacounda|Senegal|TUD|Tambacounda
Tupile|Panama|TUE|Tupile
Tours|France|TUF|St Symphorien
Tuguegarao|Philippines|TUG|Tuguegarao
Tullahoma|United States|TUH|Arnold AFS
Turaif|Saudi Arabia|TUI|Turaif
Tum|Ethiopia|TUJ|Tum
Turbat|Pakistan|TUK|Turbat
Tulsa|United States|TUL|Tulsa International
Tumut|Australia|TUM|Tumut
Tunis|Tunisia|TUN|Carthage
Taupo|New Zealand|TUO|Taupo
Tupelo|United States|TUP|Lemons Municipal
Tougan|Burkina Faso|TUQ|Tougan
Tucurui|Brazil|TUR|Tucurui
Tucson, AZ|United States|TUS|Tucson International Airport
Tauta|Papua New Guinea|TUT|Tauta
Tabuk|Saudi Arabia|TUU|Tabuk
Tucupita|Venezuela|TUV|Tucupita
Tubala|Indonesia|TUW|Tubala
Tumbler Ridge|United Kingdom|TUX|Tumbler Ridge
Tulum|Mexico|TUY|Tulum
Tucuma|Brazil|TUZ|Tucuma
Morafenobe|Madagascar|TVA|Morafenobe
Traverse City|United States|TVC|Cherry Capital Airport
Thief River Falls|United States|TVF|Regional
Thomasville|United States|TVI|Municipal
South Lake Tahoe|United States|TVL|South Lake Tahoe
Taveuni|Fiji|TVU|Matei
Dawe|Myanmar|TVY|Dawe
Twin Hills|United States|TWA|Twin Hills
Toowoomba|Australia|TWB|Toowoomba
Port Townsend|United States|TWD|Port Townsend
Taylor|United States|TWE|Taylor
Twin Falls, ID|United States|TWF|Joslin Field - Magic Valley Regional
Catalina Island|United States|TWH|Two Harbors
Tewantin|Australia|TWN|Tewantin
Torwood|Australia|TWP|Torwood
Tawitawi|Philippines|TWT|Tawitawi
Tawau|Malaysia|TWU|Tawau
Tawa|Poland|TWY|Tawa
Mount Cook|New Zealand|TWZ|Pukaki/Twizel
Teixeira de Freitas|Brazil|TXF|Teixeira de Freitas
Taichung|Taiwan|TXG|Taichung
Texarkana|United States|TXK|Municipal
Berlin|Germany|TXL|Berlin-tegel / Otto Lilienthal
Teminabuan|Indonesia|TXM|Teminabuan
Tunxi|China|TXN|Tunxi
Tanbar|Australia|TXR|Tanbar
Tabou|Cote D&#039;Ivoire|TXU|Tabou
Tula|Russian Federation|TYA|Tula
Tibooburra|Australia|TYB|Tibooburra
Tynda|Russian Federation|TYD|Tynda
Tyonek|United States|TYE|Tyonek
Torsby|Sweden|TYF|Torsby Airport
Thylungra|Australia|TYG|Thylungra
Talara|Peru|TYL|Talara
Staniel Cay|Bahamas|TYM|Staniel Cay
Taiyuan|China|TYN|Taiyuan
Tobermorey|Australia|TYP|Tobermorey
Tyler|United States|TYR|Tyler Pounds Regional Airport
Knoxville|United States|TYS|Mc Ghee Tyson
Treinta-y-Tres|France|TYT|Treinta-y-Tres
Taylor|United States|TYZ|Taylor
Belize City|Belize|TZA|Municipal
Tuzla|Bosnia And Herzegovina|TZL|Tuzla International
Tizimin|Mexico|TZM|Tizimin
South Andros|Bahamas|TZN|South Andros
Trabzon|Turkey|TZX|Trabzon
Adana|Turkey|UAB|Adana-Incirlik Airbase
San Luis Rio Colorado|Mexico|UAC|San Luis Rio Colorado
Mount Aue|Papua New Guinea|UAE|Mount Aue
Ua Huka|French Polynesia|UAH|Ua Huka
Suai|Indonesia|UAI|Suai
Narsarsuaq|Greenland|UAK|Narsarsuaq
Luau|Angola|UAL|Luau
Andersen, Mariana Island|Guam (USA)|UAM|Andersen AFB
Ua Pou|French Polynesia|UAP|Ua Pou
San Juan|Argentina|UAQ|San Juan
Samburu|Kenya|UAS|Samburu
Uaxactun|Guatemala|UAX|Uaxactun
Uberaba|Brazil|UBA|Uberaba
Mabuiag Island|Australia|UBB|Mabuiag Island
Buin|Papua New Guinea|UBI|Buin
Ube|Japan|UBJ|Ube
Ubon Ratchathni|Thailand|UBP|Muang Ubon
Ubrub|Indonesia|UBR|Ubrub
Columbus|United States|UBS|Lowndes County
Ubatuba|Brazil|UBT|Ubatuba
Kalumburu|Australia|UBU|Kalumburu
Utica|United States|UCA|Oneida County
Yucca Flat|United States|UCC|Yucca Flat
Eunice|United States|UCE|Eunice
Lutsk|Ukraine|UCK|Lutsk
Buchanan|Liberia|UCN|Buchanan
Ukhta|Russian Federation|UCT|Ukhta
Union City|United States|UCY|Everett-Stewart
Undarra|Australia|UDA|Undarra
Palm Springs|United States|UDD|Bermuda Dunes
Uden|Netherlands|UDE|Volkel
Uberlandia|Brazil|UDI|Eduardo Gomes
Uzhgorod|Ukraine|UDJ|Uzhgorod
Udine|Italy|UDN|Airfield
Udomxay|Laos|UDO|Udomxay
Udaipur|India|UDR|Dabok
Queenstown|Australia|UEE|Queenstown
Quelimane|Mozambique|UEL|Quelimane
Kumejima|Japan|UEO|Kumejima
Puertollano|Spain|UER|Puertollano
Waukesha|United States|UES|Waukesha
Quetta|Pakistan|UET|Quetta
Ufa|Russian Federation|UFA|Ufa
Bulgan|Mongolia|UGA|Bulgan
Pilot Point|United States|UGB|Ugashik Bay
Urgench|Uzbekistan|UGC|Urgench
Uganik|United States|UGI|Uganik
Waukegan|United States|UGN|Memorial
Uige|Angola|UGO|Uige
Ugashik|United States|UGS|Ugashik
Umnugobitour|Mongolia|UGT|Umnugobitour
Zugapa|Turkey|UGU|Zugapa
Uherske Hradiste|Czech Republic|UHE|Kunovice
Upper Heyford|United Kingdom|UHF|RAF Station
Quibdo|Colombia|UIB|Quibdo
Qui Nhon|Vietnam|UIH|Qui Nhon
Utila|Honduras|UII|Utila
Ust-Ilimsk|Russian Federation|UIK|Ust-Ilimsk
Quillayute|United States|UIL|Quillayute State
Quincy|United States|UIN|Municipal
Quito|Ecuador|UIO|Mariscal Sucre
Quimper|France|UIP|Pluguffan
Quine Hill|Vanuatu|UIQ|Quine Hill
Quirindi|Australia|UIR|Quirindi
Jaluit Island|Marshall Islands|UIT|Jaluit Island
Utica|Tunisia|UIZ|Berz-Macomb
Ujae Island|Marshall Islands|UJE|Ujae Island
Ukunda|Kenya|UKA|Ukunda
Kobe|Japan|UKB|Kobe
Ukiah|United States|UKI|Ukiah
Ust-kamenogorsk|Kazakhstan|UKK|Ust-kamenogorsk
Waukon|United States|UKN|Municipal
Mukeiras|Yemen|UKR|Mukeiras
Sevastopol|Ukraine|UKS|Belbek
Quakertown|United States|UKT|Upper Bucks
Nuku|Papua New Guinea|UKU|Nuku
Ust-Kut|Russian Federation|UKX|Ust-Kut
Kyoto|Japan|UKY|Kansai
San Julian|Argentina|ULA|San Julian
Ulei|Vanuatu|ULB|Ulei
Santiago|Chile|ULC|Los Cerrillos
Ulundi|South Africa|ULD|Ulundi
Sule|Papua New Guinea|ULE|Sule
Ulgit|Mongolia|ULG|Ulgit
Ulithi|Federated States of Micronesia|ULI|Ulithi
Mull|United Kingdom|ULL|Mull
New Ulm|United States|ULM|New Ulm
Ulaanbaatar|Mongolia|ULN|Chinggis Khaan International
Ulaangom|Mongolia|ULO|Ulaangom
Quilpie|Australia|ULP|Quilpie
Tulua|Colombia|ULQ|Farfan
Mulatos|Colombia|ULS|Mulatos
Gulu|Uganda|ULU|Gulu
Ulusaba|South Africa|ULX|Ulusaba
Ulyanovsk|Russian Federation|ULY|Vostochny
Uliastai|Mongolia|ULZ|Uliastai
Punta De Maisi|Cuba|UMA|Punta De Maisi
Umnak Island|United States|UMB|North Shore
Umba|Papua New Guinea|UMC|Umba
Uummannaq|Greenland|UMD|Uummannaq
Umea|Sweden|UME|Umea
Quincemil|Peru|UMI|Quincemil
Summit|United States|UMM|Summit
Woomera|Australia|UMR|Woomera
Umiat|United States|UMT|Umiat
Umuarama|Brazil|UMU|Ernesto Geisel
Sumy|Ukraine|UMY|Sumy
Una|Brazil|UNA|Una
Unguia|Colombia|UNC|Unguia
Kunduz|Afghanistan|UND|Kunduz
Qachas Nek|Lesotho|UNE|Qachas Nek
Kiunga|Papua New Guinea|UNG|Kiunga
Union Island|Saint Vincent and the Grenadines|UNI|Union Island
Unalakleet|United States|UNK|Unalakleet
Ranong|Thailand|UNN|Ranong
Underkhaan|Mongolia|UNR|Underkhaan
Umnak Island|United States|UNS|Umnak
Unst Shetland Is|United Kingdom|UNT|Baltasound
Juneau,  WI|United States|UNU|Dodge County
Buol|Indonesia|UOL|Buol
Muong Sai|Laos|UON|Muong Sai
Sewanee|United States|UOS|Franklin County
Oxford|United States|UOX|University-Oxford
Punta Alegre|Cuba|UPA|Punta Alegre
Havana|Cuba|UPB|Playa Baracoa
Puerto La Cruz|Spain|UPC|Puerto La Cruz
Pforheim|Germany|UPF|Pforheim
Ujung Pandang|Indonesia|UPG|Hasanudin
Upala|Costa Rica|UPL|Upala
Uruapan|Mexico|UPN|Uruapan
Upolu Point|United States|UPP|Upolu Point
Upiara|Papua New Guinea|UPR|Upiara
Upavon|United Kingdom|UPV|Upavon
Queen|United States|UQE|Queen
Uralsk|Kazakhstan|URA|Uralsk
Urubupunga|Brazil|URB|Ernesto Pochler
Urumqi|China|URC|Urumqi
Burg Feuerstein|Germany|URD|Burg Feuerstein
Kuressaare|Estonia|URE|Kuressaare
Uruguaiana|Brazil|URG|Ruben Berta
Uribe|Colombia|URI|Uribe
Uraj|Russian Federation|URJ|Uraj
Uriman|Venezuela|URM|Uriman
Urgoon|Afghanistan|URN|Urgoon
Rouen|France|URO|Boos
Urrao|Colombia|URR|Urrao
Kursk|Russian Federation|URS|Kursk
Surat Thani|Thailand|URT|Surat Thani
Uroubi|Papua New Guinea|URU|Uroubi
Gurayat|Saudi Arabia|URY|Gurayat
Uruzgan|Afghanistan|URZ|Uruzgan
Ushuaia|Argentina|USH|Islas Malvinas
Mabaruma|Guyana|USI|Mabaruma
Usinsk|Russian Federation|USK|Usinsk
Useless Loop|Australia|USL|Useless Loop
Koh Samui|Thailand|USM|Koh Samui
Ulsan|Korea (South)|USN|Ulsan
Usino|Papua New Guinea|USO|Usino
Usak|Turkey|USQ|Usak
Sancti Spiritus|Cuba|USS|Sancti Spiritus
St Augustine|United States|UST|St Augustine
Busuanga|Philippines|USU|Puerto Princessa
Mutare|Zimbabwe|UTA|Mutare
Muttaburra|Australia|UTB|Muttaburra
Utrecht|Netherlands|UTC|Soesterberg
Nutwood Downs|Australia|UTD|Nutwood Downs
Butterworth|South Africa|UTE|Butterworth
Quthing|South Africa|UTG|Quthing
Udon Thani|Thailand|UTH|Udon Thani
Valkeala|Finland|UTI|Utti
Utirik Island|Marshall Islands|UTK|Utirik Island
Torremolinos|Spain|UTL|Torremolinos
Upington|South Africa|UTN|Upington
Utopia Creek|United States|UTO|Indian Mountain AFS
Utapao|Thailand|UTP|Utapao
Uttaradit|Thailand|UTR|Uttaradit
Umtata|South Africa|UTT|Umtata
Ustupo|Panama|UTU|Ustupo
Queenstown|South Africa|UTW|Queenstown
Bugulma|Russian Federation|UUA|Bugulma
Ulan-ude|Russian Federation|UUD|Mukhino
Kuparuk|United States|UUK|Kuparuk
Baruun-Urt|Mongolia|UUN|Baruun-Urt
Yuzhno-Sakhalinsk|Russian Federation|UUS|Yuzhno-Sakhalinsk
Manumu|Papua New Guinea|UUU|Manumu
Uvalde|United States|UVA|Garner Fld
Ouvea|New Caledonia|UVE|Ouvea
St Lucia|Saint Lucia|UVF|Hewanorra
Kharga|Egypt|UVL|Kharga
Uvol|Papua New Guinea|UVO|Uvol
Ware|United States|UWA|Ware
Nyala|Sudan|UYL|Nyala
Yulin|China|UYN|Yulin
Uzice|Serbia|UZC|Ponikve
Unayzah|Saudi Arabia|UZH|Unayzah
Curuzu Cuatia|Argentina|UZU|Curuzu Cuatia
Vaasa|Finland|VAA|Vaasa
Yavarate|Colombia|VAB|Yavarate
Varrelbusch|Germany|VAC|Varrelbusch
Valdosta|United States|VAD|Moody AFB
Valence|France|VAF|Chabeuil
Varginha|Brazil|VAG|Maj. Brig. Trompowsky
Vallegrande|Italy|VAH|Vallegrande
Vanimo|Papua New Guinea|VAI|Vanimo
Chevak|United States|VAK|Chevak
Valenca|Brazil|VAL|Valenca
Van|Turkey|VAN|Ferit Melen Airport
Suavanao|Solomon Islands|VAO|Suavanao Airstrip
Valparaiso|Chile|VAP|Valparaiso
Varna|Bulgaria|VAR|Varna
Sivas|Turkey|VAS|Sivas
Vatomandry|Madagascar|VAT|Vatomandry
Vatukoula|Fiji|VAU|Vatukoula
Vardoe|Norway|VAW|Vardoe
Lompoc|United States|VBG|Vandenberg AFB
Brescia|Italy|VBS|Brescia Montichiari
Vanuabalavu|Fiji|VBV|Vanuabalavu
Visby|Sweden|VBY|Visby
Can Tho|Vietnam|VCA|Can Tho
View Cove|United States|VCB|View Cove
Limbe|Cameroon|VCC|Limbe
Victoria River Downs|Australia|VCD|Victoria River Downs
Venice|Italy|VCE|Marco Polo
Valcheta|Argentina|VCF|Valcheta
Vichadero|Uruguay|VCH|Vichadero
Tamky|Vietnam|VCL|Chulai
Campinas, Sao Paulo|Brazil|VCP|Viracopos (Campinas International)
Carora|Venezuela|VCR|Carora
Con Dao|Vietnam|VCS|Coong
Victoria|United States|VCT|County-Foster
Victorville, CA|United States|VCV|Southern California Logistics
Eilat|Israel|VDA|Ovda
Fagernes|Norway|VDB|Valdres
Vitoria Da Conquista|Brazil|VDC|Vitoria Da Conquista
Vienna|Austria|VDD|Vienna Danubepier Hov
Valverde|Spain|VDE|Hierro
Vidalia|United States|VDI|Municipal
Viedma|Argentina|VDM|Viedma
Valle De Pascua|Venezuela|VDP|Valle De Pascua
Villa Dolores|Argentina|VDR|Villa Dolores
Vadso|Norway|VDS|Vadso
Valdez|United States|VDZ|Municipal
Venetie|United States|VEE|Venetie
Maikwak|Guyana|VEG|Maikwak
Vejle|Denmark|VEJ|Vejle
Vernal, UT|United States|VEL|Vernal
Veracruz|Mexico|VER|Las Bajadas
Barakoma|Solomon Islands|VEV|Barakoma
Tioga|United States|VEX|Municipal
Vestmannaeyjar|Iceland|VEY|Vestmannaeyjar
Victoria Falls|Zimbabwe|VFA|Victoria Falls
Vijayawada|India|VGA|Vijayawada
Vologda|Russian Federation|VGD|Vologda
Vangrieng|Norway|VGG|Vangrieng
Vigo|Spain|VGO|Vigo
General Villegas|Argentina|VGS|General Villegas
Las Vegas|United States|VGT|North Air Terminal
Villagarzon|Colombia|VGZ|Villagarzon
Saurimo|Angola|VHC|Saurimo
Vilhelmina|Sweden|VHM|Vilhelmina
Van Horn|United States|VHN|Culberson County
Vichy|France|VHY|Charmeil
Vahitahi|French Polynesia|VHZ|Vahitahi
Videira|Brazil|VIA|Vienna
Villa Constitucion|Mexico|VIB|Villa Constitucion
Vicenza|Italy|VIC|Vicenza
Vidin|Bulgaria|VID|Vidin
Vienna|Austria|VIE|Schwechat International
Vieste|Italy|VIF|Vieste
El Vigia|Venezuela|VIG|El Vigia
Vichy|United States|VIH|Rolla National
Vinh City|Vietnam|VII|Vinh City
Spanish Town/Virgin Gorda|British Virgin Islands|VIJ|Virgin Gorda
Kavik|United States|VIK|Airstrip
Dakhla|Western Sahara|VIL|Dakhla
Vinnica|Ukraine|VIN|Vinnica
Viqueque|Indonesia|VIQ|Viqueque
Durban|South Africa|VIR|Virginia
Visalia|United States|VIS|Visalia
Vitoria.|Spain|VIT|Vitoria.
Viru|Solomon Islands|VIU|Viru Harbour Airstrip
Vivigani|Papua New Guinea|VIV|Vivigani
Vitoria|Brazil|VIX|Eurico Sales
Paris|France|VIY|Villa Coublay
Xai Xai|Mozambique|VJB|Xai Xai
Abingdon|Ecuador|VJI|Virginia Highlands
Gurue|Mozambique|VJQ|Gurue
Rach Gia|Vietnam|VKG|Rach Gia
Moscow|Russian Federation|VKO|Vnukovo
Vicksburg|United States|VKS|Vicksburg
Vorkuta|Russian Federation|VKT|Vorkuta
West Kavik|United States|VKW|West Kavik
Vandalia|United States|VLA|Vandalia
Valencia|Spain|VLC|Manises
Valdosta|United States|VLD|Regional
Valle|United States|VLE|J t Robidoux
Villa Gesell|Argentina|VLG|Villa Gesell
Port Vila|Vanuatu|VLI|Bauerfield
Volgodonsk|Russian Federation|VLK|Volgodonsk
Valladolid|Spain|VLL|Valladolid
Villamontes|Bolivia|VLM|Villamontes
Valencia|Venezuela|VLN|Valencia
Vallejo|United States|VLO|Stolport
Vila Rica|Brazil|VLP|Municipal
Vallenar|Chile|VLR|Vallenar
Valesdir|Vanuatu|VLS|Valesdir
Velikiye Luki|Russian Federation|VLU|Velikiye Luki
Valera|Venezuela|VLV|Carvajal
Villa Mercedes|Argentina|VME|Villa Mercedes
Vallemi|Paraguay|VMI|INC
Baimuru|Papua New Guinea|VMU|Baimuru
Saravane|Laos|VNA|Saravane
Venice, FL|United States|VNC|Venice Municipal
Vangaindrano|Madagascar|VND|Vangaindrano
Vannes|France|VNE|Meucon
Viengxay|Laos|VNG|Viengxay
Vilnius|Lithuania|VNO|Vilnius
Vanrook|Australia|VNR|Vanrook
Varanasi|India|VNS|Varanasi
Ventspils|Latvia|VNT|Ventspils
Vilanculos|Mozambique|VNX|Vilanculos
Los Angeles|United States|VNY|Van Nuys
Volgograd|Russian Federation|VOG|Volgograd
Vohemar|Madagascar|VOH|Vohemar
Voinjama|Liberia|VOI|Voinjama
Camp Douglas|United States|VOK|Volk Field
Volos|Greece|VOL|Nea Anchialos
Votuporanga|Brazil|VOT|Votuporanga
Voronezh|Russian Federation|VOZ|Chertovitskoye
Ongiva|Angola|VPE|Ongiva
Vopnafjordur|Iceland|VPN|Vopnafjordur
Valparaiso, FL|United States|VPS|Eglin AFB
Chimoio|Sudan|VPY|Chimoio
Valparaiso|United States|VPZ|Porter County
Jacksonville|United States|VQQ|Cecil Field
Vieques|Puerto Rico|VQS|Vieques
Varadero|Cuba|VRA|Juan Gualberto Gomez
Vero Beach|United States|VRB|Municipal
Virac|Philippines|VRC|Virac
Vredendal|South Africa|VRE|Vredendal
Joroinen|Finland|VRK|Varkaus
Vila Real|Portugal|VRL|Vila Real
Verona|Italy|VRN|Valerio Catullo
Matanzas|Cuba|VRO|Kawama
Versailles|United States|VRS|Versailles
Vryburg|South Africa|VRU|Vryburg
Vaeroy|Norway|VRY|Stolport
Villahermosa|Mexico|VSA|Capitan Carlos Rovirosa
Viseu|Portugal|VSE|Viseu
Springfield|United States|VSF|State
Lugansk|Ukraine|VSG|Lugansk
Phuoclong|Vietnam|VSO|Phuoclong
Stockholm|Sweden|VST|Vasteras/Hasslo
Victoria|Honduras|VTA|Victoria
Vitebsk|Belarus|VTB|Vostochny
Vientiane|Laos|VTE|Wattay
Vatulele|Fiji|VTF|Vatulele
Vung Tau|Vietnam|VTG|Vung Tau
Vittel|France|VTL|Vittel
Valentine|United States|VTN|Miller Field
Las Tunas|Cuba|VTU|Las Tunas
Vishakhapatnam|India|VTZ|Vishakhapatnam
Valledupar|Colombia|VUP|Valledupar
Velikij Ustyug|Russian Federation|VUS|Velikij Ustyug
Mvuu Camp|Malawi|VUU|Mvuu Camp
Mahanoro|Madagascar|VVB|Mahanoro
Villavicencio|Colombia|VVC|La Vanguardia
Santa Cruz|Bolivia|VVI|Viru Viru Intl
Vastervik|Sweden|VVK|Vastervik
Vladivostok|Russian Federation|VVO|Vladivostok
Illizi|Algeria|VVZ|Illizi
Lichinga|Mozambique|VXC|Lichinga
Sao Vicente|Cape Verde|VXE|San Pedro
Vдxjц|Sweden|VXO|Vaxjo
Vryheid|South Africa|VYD|Vryheid
Peru|United States|VYS|Illinois Valley Regnl
Wales|United States|WAA|Wales
Wabag|Papua New Guinea|WAB|Wabag
Waca|Ethiopia|WAC|Waca
Andriamena|Madagascar|WAD|Andriamena
Wadi Ad Dawasir|Saudi Arabia|WAE|Wadi Ad Dawasir
Wana|Pakistan|WAF|Wana
Wanganui|New Zealand|WAG|Wanganui
Wahpeton|United States|WAH|Wahpeton
Antsohihy|Madagascar|WAI|Antsohihy
Wawoi Falls|Papua New Guinea|WAJ|Wawoi Falls
Ankazoabo|Madagascar|WAK|Ankazoabo
Chincoteague|United States|WAL|Wallops Flight Center
Ambatondrazaka|Madagascar|WAM|Ambatondrazaka
Waverney|Australia|WAN|Waverney
Wabo|Papua New Guinea|WAO|Wabo
Alto Palena|Chile|WAP|Alto Palena
Antsalova|Madagascar|WAQ|Antsalova
Waris|Indonesia|WAR|Waris
Waterford|Ireland|WAT|Waterford
Wauchope|Australia|WAU|Wauchope
Wave Hill|Australia|WAV|Kalkgurung
Warsaw|Poland|WAW|Frederic Chopin
Zwara|United States|WAX|Zwara
Waynesburg|United States|WAY|Greene County
Warwick|Australia|WAZ|Warwick
Wahai|Australia|WBA|Wahai
Stebbins|United States|WBB|Stebbins
Wapolu|Papua New Guinea|WBC|Wapolu
Befandriana|Madagascar|WBD|Befandriana
Bealanana|Madagascar|WBE|Bealanana
Schleswig-jagel|Germany|WBG|Schleswig-jagel
Boulder|Australia|WBI|Broker Inn
Wapenamanda|Papua New Guinea|WBM|Wapenamanda
Woburn|United States|WBN|Cummings Park
Beroroha|Madagascar|WBO|Beroroha
Beaver|United States|WBQ|Beaver
Big Rapids|United States|WBR|Big Rapids
Boulder|United States|WBU|Municipal
Wilkes-Barre, PA|United States|WBW|Wilkes-Barre/Wyoming Valley
Castro|Chile|WCA|Gamboa
Chaiten|Chile|WCH|Chaiten
Chandalar|United States|WCR|Chandalar
Wadi Ain|Yemen|WDA|Wadi Ain
Deep Bay|United States|WDB|Deep Bay
Enid|United States|WDG|Enid Woodring Mun.
Wondai|Australia|WDI|Wondai
Waldron Island|China|WDN|Waldron Island
Winder|United States|WDR|Winder
Kodiak|United States|WDY|Kodiak Fss
Weatherford|United States|WEA|Parker County
Wedau|Papua New Guinea|WED|Wedau
Weifang|China|WEF|Weifang
Weihai|China|WEH|Weihai
Weipa|Australia|WEI|Weipa
Welkom|South Africa|WEL|Welkom
West Malling|United Kingdom|WEM|West Malling
Weam|Papua New Guinea|WEP|Weam
Weasua|Liberia|WES|Weasua
Wagethe|Indonesia|WET|Wagethe
Wee Waa|Australia|WEW|Wee Waa
Wexford|Ireland|WEX|Castlebridge
Ketchikan|United States|WFB|Waterfront SPB
Woodford|United Kingdom|WFD|Woodford
Fianarantsoa|Madagascar|WFI|Fianarantsoa
Frenchville|United States|WFK|Frenchville
Wagga Wagga|Australia|WGA|Forrest Hill
Bahawalnagar|Pakistan|WGB|Bahawalnagar
Warangal|India|WGC|Warangal
Walgett|Australia|WGE|Walgett
Manama|Lesotho|WGF|Off Line Point
Waitangi|New Zealand|WGN|Waitangi
Winchester|United States|WGO|Municipal
Waingapu|Indonesia|WGP|Waingapu
Wangaratta|Australia|WGT|Wangaratta
Wagau|Papua New Guinea|WGU|Wagau
Wagny|Gabon|WGY|Wagny
Manly|Australia|WGZ|Off Line Point
Hyder|United States|WHD|SPB
Wadi Halfa|Sudan|WHF|Wadi Halfa
Boulder|Australia|WHH|Hiltons Har H
Whakatane|New Zealand|WHK|Whakatane
Welshpool|Australia|WHL|Welshpool
Franz Josef|New Zealand|WHO|Franz Josef
Los Angeles|United States|WHP|Whiteman
Whalsay|United Kingdom|WHS|Whalsay
Wharton|United States|WHT|Wharton
Wuhu|Democratic Republic Of Congo|WHU|Wuhu
Wick|United Kingdom|WIC|Wick
Wildenrath|Germany|WID|Wildenrath
Wiesbaden|Germany|WIE|Air Base
Surfdale|New Zealand|WIK|Surfdale
Nairobi|Kenya|WIL|Wilson
Winton|Australia|WIN|Winton
Wilcannia|Australia|WIO|Wilcannia
Wairoa|New Zealand|WIR|Wairoa
Wittenoom|Australia|WIT|Wittenoom
Witu|Papua New Guinea|WIU|Witu
Woja|Marshall Islands|WJA|Woja
Lancaster|United States|WJF|William J Fox
Wajir|Kenya|WJR|Wajir
WonJu|Korea (South)|WJU|WonJu
